sampleID	am_environment	ammonium_nitrogen_wt	ammonium_nitrogen_wt_meth	biotic_relationship	boron_hot_cacl2	boron_hot_cacl2_meth	clay	clay_meth	coarse_sand	coarse_sand_meth	collection_date	collection_permit	color	color_meth	conductivity	conductivity_meth	crop_rotation_1yr_since_present	crop_rotation_2yrs_since_present	crop_rotation_3yrs_since_present	crop_rotation_4yrs_since_present	crop_rotation_5yrs_since_present	database_schema_definitions_url	density	density_meth	depth	depth_lower	depth_upper	dtpa_copper	dtpa_copper_meth	dtpa_iron	dtpa_iron_meth	dtpa_manganese	dtpa_manganese_meth	dtpa_zinc	dtpa_zinc_meth	elev	env_broad_scale	env_local_scale	env_medium	exc_aluminium	exc_aluminium_meth	exc_calcium	exc_calcium_meth	exc_magnesium	exc_magnesium_meth	exc_potassium	exc_potassium_meth	exc_sodium	exc_sodium_meth	fine_sand	fine_sand_meth	fire	funding_agency	general_env_feature	geo_loc_name	gravel	gravel_meth	hyperspectral_analysis	hyperspectral_analysis_meth	lat_lon	latitude	local_class	local_class_meth	longitude	microbial_biomass	microbial_biomass_meth	nitrate_nitrogen	nitrate_nitrogen_meth	notes	nucl_acid_ext	organic_carbon	organic_carbon_meth	ph	ph_meth	ph_solid_h2o	ph_solid_h2o_meth	phosphorus_colwell	phosphorus_colwell_meth	potassium_colwell	potassium_colwell_meth	profile_position	samp_collect_device	samp_mat_process	sample_attribution	sample_database_file	sample_metadata_ingest_date	sample_metadata_ingest_file	sample_metadata_update_history	sample_site_location_description	sample_submitter	sample_type	sand	sand_meth	silt	silt_meth	slope_aspect	slope_gradient	source_mat_id	store_cond	sulphur	sulphur_meth	synonyms	texture	texture_meth	total_nitrogen	total_nitrogen_meth	url	utc_date_sampled	utc_time_sampled	vegetation_dom_grasses	vegetation_dom_grasses_meth	vegetation_dom_shrubs	vegetation_dom_shrubs_meth	vegetation_dom_trees	vegetation_dom_trees_meth	vegetation_total_cover	vegetation_type	water_content	water_content_soil_meth	bio12	bio1	et0_v3_yr	ai_v3_yr	AI	percent_duplicates	percent_gc	avg_sequence_length	percent_fails	total_sequences
19489	Soil	6	meth_2.1	Free-living	0.23	meth_2.1	7.76	meth_2.1	35.84	meth_2.1	2015-02-23T00:00:00		LTBR		0.029	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.37	meth_2.1	44.91	meth_2.1	51.24	meth_2.1	1.62	meth_2.1	40	1 Conservation and Natural Environments	3.2.1 Native/exotic pasture mosaic	Soil [ENVO_00001998]	0.165	meth_2.1	1.3	meth_2.1	0.31	meth_2.1	0.24	meth_2.1	0.04	meth_2.1	38.73	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.60518 150.7298	-33.60518	Dermosol	meth_2.27	150.7298	NA		10	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	1.02	meth_2.1	4.6	meth_2.1	5.6	meth_2.1	25	meth_2.1	107	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	74.57	meth_2.1	17.67	meth_2.1		0	102.100.100/19489	frozen	4.4	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19489	2/23/15								NA	Grassland	13.83304196	meth_2.1	843	17.33267	1629	5173	0.5173	0.598947465	62	150.6941252	9.090909091	12111529
19491	Soil	10	meth_2.1	Free-living	0.16	meth_2.1	9.64	meth_2.1	69.43	meth_2.1	2015-02-23T00:00:00		BR		0.034	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.61	meth_2.1	35	meth_2.1	72.07	meth_2.1	1.6	meth_2.1	42	1 Conservation and Natural Environments	3.2.1 Native/exotic pasture mosaic	Soil [ENVO_00001998]	0.156	meth_2.1	1.31	meth_2.1	0.27	meth_2.1	0.24	meth_2.1	0.01	meth_2.1	15.09	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.60617 150.73035	-33.60617	Dermosol	meth_2.27	150.73035	NA		8	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.93	meth_2.1	4.6	meth_2.1	5.5	meth_2.1	45	meth_2.1	106	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	84.52	meth_2.1	5.84	meth_2.1		0	102.100.100/19491	frozen	2.9	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19491	2/23/15								NA	Grassland	9.893550407	meth_2.1	843	17.33267	1629	5173	0.5173	0.554912776	62	150.629967	0	14719962
19493	Soil	4	meth_2.1	Free-living	0.11	meth_2.1	5.79	meth_2.1	84.88	meth_2.1	2015-02-23T00:00:00		GRBR		0.018	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.03	meth_2.1	24.73	meth_2.1	12.85	meth_2.1	1.23	meth_2.1	40	1 Conservation and Natural Environments	3.2.1 Native/exotic pasture mosaic	Soil [ENVO_00001998]	0.086	meth_2.1	0.53	meth_2.1	0.2	meth_2.1	0.16	meth_2.1	1.00E-10	meth_2.1	7.36	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	0	meth_2.1			-33.60942 150.73138	-33.60942	Dermosol	meth_2.27	150.73138	NA		5	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.54	meth_2.1	4.6	meth_2.1	5.7	meth_2.1	22	meth_2.1	70	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	92.24	meth_2.1	1.96	meth_2.1		0	102.100.100/19493	frozen	2.1	meth_2.1		1.5	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19493	2/23/15								NA	Grassland	7.154953429	meth_2.1	843	17.33267	1637	5155	0.5155	0.640887227	62	150.6130588	0	13262027
19495	Soil	7	meth_2.1	Free-living	0.14	meth_2.1	4.11	meth_2.1	82.47	meth_2.1	2015-02-23T00:00:00		GR		0.048	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.12	meth_2.1	34.05	meth_2.1	16.53	meth_2.1	1.62	meth_2.1	40	1 Conservation and Natural Environments	3.2.1 Native/exotic pasture mosaic	Soil [ENVO_00001998]	0.127	meth_2.1	0.89	meth_2.1	0.2	meth_2.1	0.16	meth_2.1	1.00E-10	meth_2.1	11.32	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.60955 150.7324	-33.60955	Dermosol	meth_2.27	150.7324	NA		18	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.78	meth_2.1	4.4	meth_2.1	5.1	meth_2.1	28	meth_2.1	62	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	93.79	meth_2.1	2.11	meth_2.1		0	102.100.100/19495	frozen	2.6	meth_2.1		1	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19495	2/23/15								NA	Grassland	6.924234822	meth_2.1	843	17.33267	1637	5155	0.5155	0.809288142	62	150.6119604	9.090909091	16145987
19497	Soil	2	meth_2.1	Free-living	0.12	meth_2.1	2.01	meth_2.1	91.61	meth_2.1	2015-02-23T00:00:00		GRBR		0.019	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.16	meth_2.1	26.02	meth_2.1	9.03	meth_2.1	0.79	meth_2.1	40	1 Conservation and Natural Environments	3.2.1 Native/exotic pasture mosaic	Soil [ENVO_00001998]	0.184	meth_2.1	0.36	meth_2.1	0.09	meth_2.1	0.09	meth_2.1	1.00E-10	meth_2.1	4.28	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.60897 150.7254	-33.60897	Dermosol	meth_2.27	150.7254	NA		3	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.41	meth_2.1	5.3	meth_2.1	6.1	meth_2.1	19	meth_2.1	42	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	95.88	meth_2.1	2.11	meth_2.1		0	102.100.100/19497	frozen	1.1	meth_2.1		1	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19497	2/23/15								NA	Grassland	6.59160696	meth_2.1	843	17.33267	1637	5155	0.5155	1.102971309	62	150.6221779	0	21952657
19499	Soil	15	meth_2.1	Free-living	0.2	meth_2.1	5.97	meth_2.1	74.73	meth_2.1	2015-02-23T00:00:00		GR		0.04	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.19	meth_2.1	54.49	meth_2.1	10.71	meth_2.1	1.78	meth_2.1	38	1 Conservation and Natural Environments	3.2.1 Native/exotic pasture mosaic	Soil [ENVO_00001998]	0.195	meth_2.1	0.9	meth_2.1	0.29	meth_2.1	0.23	meth_2.1	0.03	meth_2.1	13.22	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.6113 150.7284	-33.6113	Dermosol	meth_2.27	150.7284	NA		6	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	1.14	meth_2.1	4.7	meth_2.1	5.6	meth_2.1	12	meth_2.1	91	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	87.95	meth_2.1	6.08	meth_2.1		0	102.100.100/19499	frozen	5.3	meth_2.1		1	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19499	2/23/15								NA	Grassland	11.14818449	meth_2.1	843	17.33267	1637	5155	0.5155	1.009066156	62	150.7346703	0	15177672
19501	Soil	7	meth_2.1	Free-living	0.25	meth_2.1	4.05	meth_2.1	75.16	meth_2.1	2015-02-23T00:00:00		GR		0.025	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.16	meth_2.1	62.9	meth_2.1	15.93	meth_2.1	1.13	meth_2.1	36	1 Conservation and Natural Environments	1.1.5 Habitat/species management area	Soil [ENVO_00001998]	0.486	meth_2.1	0.66	meth_2.1	0.21	meth_2.1	0.12	meth_2.1	0.02	meth_2.1	10.43	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.61158 150.72577	-33.61158	Dermosol	meth_2.27	150.72577	NA		4	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	1.35	meth_2.1	4.4	meth_2.1	5.1	meth_2.1	4	meth_2.1	51	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	85.58	meth_2.1	10.37	meth_2.1		0	102.100.100/19501	frozen	3.8	meth_2.1		1.5	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19501	2/23/15								NA	Woodland	4.96150556	meth_2.1	843	17.33267	1637	5155	0.5155	0.782440949	61	150.7315167	0	12043299
19503	Soil	12	meth_2.1	Free-living	0.35	meth_2.1	6.24	meth_2.1	21.14	meth_2.1	2015-02-23T00:00:00		BRYW		0.026	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.2	meth_2.1	176.62	meth_2.1	35.85	meth_2.1	1.1	meth_2.1	31	1 Conservation and Natural Environments	1.1.5 Habitat/species management area	Soil [ENVO_00001998]	0.339	meth_2.1	0.68	meth_2.1	0.58	meth_2.1	0.15	meth_2.1	0.12	meth_2.1	38.79	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.60885 150.72258	-33.60885	Dermosol	meth_2.27	150.72258	NA		4	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	1.81	meth_2.1	4.6	meth_2.1	5.4	meth_2.1	5	meth_2.1	72	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	59.94	meth_2.1	33.83	meth_2.1		0	102.100.100/19503	frozen	4	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19503	2/23/15								NA	Woodland	12.20901436	meth_2.1	843	17.33267	1627	5223	0.5223	0.884805579	61	150.7266597	0	15315666
19505	Soil	11	meth_2.1	Free-living	0.3	meth_2.1	3.93	meth_2.1	69.02	meth_2.1	2015-02-23T00:00:00		GR		0.045	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.21	meth_2.1	94.95	meth_2.1	29.79	meth_2.1	2.97	meth_2.1	38	1 Conservation and Natural Environments	1.1.5 Habitat/species management area	Soil [ENVO_00001998]	0.283	meth_2.1	1.12	meth_2.1	0.43	meth_2.1	0.21	meth_2.1	0.03	meth_2.1	16.98	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.6145 150.72878	-33.6145	Sodosol	meth_2.27	150.72878	NA		8	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	1.2	meth_2.1	4.4	meth_2.1	5.3	meth_2.1	5	meth_2.1	87	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	85.99	meth_2.1	10.08	meth_2.1		0	102.100.100/19505	frozen	3.9	meth_2.1		1.5	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19505	2/23/15								NA	Woodland	9.092854086	meth_2.1	843	17.33267	1637	5155	0.5155	0.861171936	61	150.7447281	0	14475090
19507	Soil	11	meth_2.1	Free-living	1.1	meth_2.1	16.47	meth_2.1	11.76	meth_2.1	2015-02-25T00:00:00		BRBK		0.071	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.54	meth_2.1	94.17	meth_2.1	90.53	meth_2.1	6.78	meth_2.1	29	1 Conservation and Natural Environments	1.1.5 Habitat/species management area	Soil [ENVO_00001998]	0.053	meth_2.1	19.27	meth_2.1	3.32	meth_2.1	0.48	meth_2.1	0.18	meth_2.1	38.63	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.61007 150.71983	-33.61007	Dermosol	meth_2.27	150.71983	NA		17	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	4.66	meth_2.1	5.1	meth_2.1	5.9	meth_2.1	12	meth_2.1	225	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	50.39	meth_2.1	33.14	meth_2.1		0	102.100.100/19507	frozen	6.8	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19507	2/25/15								NA	Woodland	11.79775281	meth_2.1	843	17.33267	1627	5223	0.5223	0.653189323	62	150.6854423	9.090909091	14325558
19511	Soil	6	meth_2.1	Free-living	0.32	meth_2.1	8.12	meth_2.1	72.46	meth_2.1	2015-02-25T00:00:00		LTGR		0.03	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.14	meth_2.1	67.26	meth_2.1	34.4	meth_2.1	0.77	meth_2.1	38	1 Conservation and Natural Environments	1.1.5 Habitat/species management area	Soil [ENVO_00001998]	0.339	meth_2.1	0.61	meth_2.1	0.33	meth_2.1	0.14	meth_2.1	0.05	meth_2.1	15.31	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.61255 150.72095	-33.61255	Dermosol	meth_2.27	150.72095	NA		1	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	1.22	meth_2.1	4.4	meth_2.1	5.2	meth_2.1	3	meth_2.1	62	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	87.77	meth_2.1	4.11	meth_2.1		0	102.100.100/19511	frozen	4.8	meth_2.1		1.5	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19511	2/25/15								NA	Woodland	3.687177078	meth_2.1	843	17.33267	1627	5223	0.5223	0.933082511	61	150.7672834	0	20554329
19515	Soil	8	meth_2.1	Free-living	0.45	meth_2.1	12.43	meth_2.1	20.47	meth_2.1	2015-02-25T00:00:00		GR		0.053	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.14	meth_2.1	416.87	meth_2.1	11.06	meth_2.1	1.65	meth_2.1	26	1 Conservation and Natural Environments	1.1.5 Habitat/species management area	Soil [ENVO_00001998]	0.977	meth_2.1	0.6	meth_2.1	0.79	meth_2.1	0.23	meth_2.1	0.26	meth_2.1	48.3	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.61572 150.72173	-33.61572	Dermosol	meth_2.27	150.72173	NA		1.00E-10	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	2.34	meth_2.1	4.2	meth_2.1	5.1	meth_2.1	4	meth_2.1	114	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	68.77	meth_2.1	18.8	meth_2.1		0	102.100.100/19515	frozen	5	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19515	2/25/15								NA	Woodland	6.752966559	meth_2.1	843	17.33267	1627	5223	0.5223	0.639842227	62	150.7334938	0	11967291
19517	Soil	20	meth_2.1	Free-living	0.45	meth_2.1	14.61	meth_2.1	4.15	meth_2.1	2015-02-25T00:00:00		LTGR		0.042	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.27	meth_2.1	193.16	meth_2.1	35.96	meth_2.1	2.35	meth_2.1	33	1 Conservation and Natural Environments	1.1.5 Habitat/species management area	Soil [ENVO_00001998]	0.171	meth_2.1	2.37	meth_2.1	0.88	meth_2.1	0.26	meth_2.1	0.13	meth_2.1	56.02	meth_2.1			Temperate	Australia:New South Wales [GAZ_00002793]	5	meth_2.1			-33.61737 150.73283	-33.61737	Sodosol	meth_2.27	150.73283	NA		1.00E-10	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	3.02	meth_2.1	4.6	meth_2.1	5.6	meth_2.1	8	meth_2.1	103	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Hawkesbury		Soil	60.17	meth_2.1	25.22	meth_2.1		0	102.100.100/19517	frozen	6.2	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19517	2/25/15								NA	Woodland	15.01543643	meth_2.1	843	17.33267	1636	5180	0.518	0.674635603	60	150.7312294	0	14172684
401548	Soil	4.777064995	meth_2.1	Free-living	NA		12.91	meth_1.23	NA		2021-01-27T00:00:00	SL102346			0.0547	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	1.214226808	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.6 Protected landscape	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-34.04879 150.73224	-34.04879	Kurosol	meth_2.27	150.73224	10.28492988	meth_1.23	2.860744652	meth_2.1			0.021528452	meth_2.1	NA		5.68	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Camden Golf Club Park	Kumari Rajapaksha Prathirajage	Soil	73.09	meth_1.23	14	meth_1.23		NA	102.100.100/401548	frozen	NA		1_2	Sandy loam	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401548	1/27/21		Dianella caerulea (0.1%); lomandra filiformis (0.1%)	meth_2.28	Eremophila debilis (0.4%)	meth_2.28	Eucalyptus moluccana (12%)	meth_2.28	NA	Woodland	6.406080347	meth_2.1	904	16.9715	1609	5565	0.5565	11.08003766	63	150.646285	9.090909091	29243291
401549	Soil	3.540543078	meth_2.1	Free-living	NA		1.91	meth_1.23	NA		2021-01-27T00:00:00	SL102346			0.0849	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	1.904394261	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.6 Protected landscape	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-34.0494 150.73213	-34.0494	Kurosol	meth_2.27	150.73213	10.99429133	meth_1.23	3.908878398	meth_2.1			0.007876501	meth_2.1	NA		5.11	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Camden Golf Club Park	Kumari Rajapaksha Prathirajage	Soil	94.09	meth_1.23	4	meth_1.23		NA	102.100.100/401549	frozen	NA		2_2	94.09	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401549	1/27/21		Chloris truncata (1%); Cyperus gracilis (5%); Rytidosperma (1%); Cymbopogon refractus (1%); Aristida ramosa (2%);	meth_2.28	Indigofera australis (0.5%); Dodonaea viscosa (2%); Bursaria spinosa (1%)	meth_2.28	Eucalyptus moluccana (50%); Eucalyptus Tereticornis (5%)	meth_2.28	NA	Woodland	8.748481166	meth_2.1	904	16.9715	1609	5565	0.5565	9.087360503	64	150.6597583	9.090909091	25603975
