Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
/scratch/alpine/clbd1748/Australia_copy/QC_reads/12838_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_030496.1.fna	100.0000	100.0000	98.52	0.213	96.33-99.83	0.213	0.13-0.37	1	1.151	53/430	93.47	0	NC_030496.1 Paspalum glaziovii voucher SI:Filgueiras 3482 chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/13733_H3NJ2BCXX-2_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_012052.1.fna	85.5360	78.8020	98.66	0.682	97.87-99.68	0.682	0.46-0.96	1	1.622	135/408	96.50	0	NC_012052.1 Syntrichia ruralis chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/13733_H3NJ2BCXX-2_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_009681.1.fna	14.4640	21.1980	98.45	0.115	95.58-99.51	0.115	0.09-0.27	1	1.103	58/818	91.82	0	NC_009681.1 Leptosira terrestris chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/138524_HG7NLDSX2-4_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_014348.1.fna	100.0000	100.0000	98.24	0.213	96.03-99.98	0.213	0.13-0.42	1	1.096	52/461	93.20	0	NC_014348.1 Pteridium aquilinum subsp. aquilinum chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/138513_HG7NLDSX2-4_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_025525.1.fna	100.0000	100.0000	98.02	0.424	96.87-99.11	0.424	0.27-0.62	1	1.206	126/653	94.83	0	NC_025525.1 Myrmecia israelensis culture-collection UTEX:1181 chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/138526_HG7NLDSX2-4_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_025548.1.fna	100.0000	100.0000	98.06	0.439	96.68-99.24	0.439	0.29-0.68	1	1.495	111/551	94.96	0	NC_025548.1 Elliptochloris bilobata culture-collection CAUP<CZH_:H7103 chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/138530_HG7NLDSX2-4_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_085597.1.fna	100.0000	100.0000	98.45	2.966	NA-NA	HIGH	NA-NA	3	2.966	264/428	98.45	0	NC_085597.1 Ptychostomum pseudotriquetrum chloroplast, complete sequence
/scratch/alpine/clbd1748/Australia_copy/QC_reads/138538_HG7NLDSX2-4_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_082071.1.fna	100.0000	100.0000	98.11	0.176	95.45-99.21	0.176	0.15-0.37	1	1.081	37/404	92.58	0	NC_082071.1 Klebsormidium elegans strain SAG 7.96 plastid, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/13906_H3WL3BCXX-2_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_054176.1.fna	100.0000	100.0000	98.02	0.167	95.90-98.49	0.167	0.15-0.34	1	1.077	39/462	92.34	0	NC_054176.1 Mucuna pruriens plastid, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/14187_HCN77BCXX-2_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_081874.1.fna	100.0000	100.0000	100.00	0.109	98.06-101.29	0.109	0.10-0.23	1	1.085	59/450	93.66	0	NC_081874.1 Drummondita fulva isolate A. Markey 6212 voucher MELUD105908a chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/14185_HCN77BCXX-2_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_034985.1.fna	100.0000	100.0000	99.74	0.229	98.19-102.10	0.229	0.10-0.40	1	1.139	79/411	94.82	0	NC_034985.1 Acacia dealbata chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/19455_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_061360.1.fna	100.0000	100.0000	99.39	0.203	97.44-101.57	0.203	0.10-0.38	1	1.121	66/425	94.17	0	NC_061360.1 Crepis rigescens chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/19485_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_085597.1.fna	100.0000	100.0000	98.67	0.182	96.39-99.97	0.182	0.12-0.34	1	1.083	48/428	93.19	0	NC_085597.1 Ptychostomum pseudotriquetrum chloroplast, complete sequence
/scratch/alpine/clbd1748/Australia_copy/QC_reads/19497_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_086738.1.fna	100.0000	100.0000	98.69	0.158	95.75-99.82	0.158	0.12-0.36	1	1.073	41/414	92.81	0	NC_086738.1 Eragrostis nutans chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/401600_HL7J5DSX3-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_022381.1.fna	100.0000	100.0000	100.00	0.137	98.66-102.53	0.137	0.07-0.24	1	1.113	80/493	94.30	0	NC_022381.1 Eucalyptus verrucata chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/401612_HL7J5DSX3-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_061724.1.fna	100.0000	100.0000	98.69	0.638	97.87-99.76	0.638	0.45-0.87	1	1.276	156/490	96.38	0	NC_061724.1 Cissus antarctica voucher Wen#2010-097 chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/401672_HL7J5DSX3-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_069305.1.fna	100.0000	100.0000	98.16	0.644	97.34-99.19	0.644	0.42-0.87	1	1.325	120/442	95.88	0	NC_069305.1 Anomobryum gemmigerum chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/7829_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_022407.1.fna	100.0000	100.0000	98.61	0.342	97.37-100.43	0.342	0.17-0.53	1	1.187	91/475	94.81	0	NC_022407.1 Corymbia gummifera chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/7827_H3VCKBCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_067032.1.fna	68.5596	70.6309	98.45	0.541	97.60-99.44	0.541	0.38-0.73	1	1.261	111/423	95.78	24	NC_067032.1 Acacia crassicarpa chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/7827_H3VCKBCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_022386.1.fna	31.4404	29.3691	100.00	0.248	100.13-102.76	0.248	0.14-0.36	1	1.193	161/488	96.49	0	NC_022386.1 Eucalyptus regnans chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/7833_HCGL7BCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_081883.1.fna	100.0000	100.0000	98.06	0.227	95.95-100.16	0.227	0.11-0.40	1	1.309	55/487	93.21	0	NC_081883.1 Muiriantha hassellii isolate BJM 474 voucher NSW 1003673 chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/7839_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_088055.1.fna	100.0000	100.0000	98.11	0.205	95.49-99.72	0.205	0.13-0.48	1	1.093	43/410	92.98	0	NC_088055.1 Pittosporum illicioides chloroplast, complete sequence
/scratch/alpine/clbd1748/Australia_copy/QC_reads/7888_H3VCKBCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_027226.1.fna	100.0000	100.0000	98.65	0.757	97.76-99.56	0.757	0.52-1.03	1	1.365	148/418	96.71	0	NC_027226.1 Salicornia bigelovii chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/7894_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_022404.1.fna	100.0000	100.0000	100.00	0.180	99.72-103.24	0.180	0.08-0.27	1	1.117	111/483	95.37	0	NC_022404.1 Eucalyptus microcorys chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/8108_H33CGBCXX-2_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_025525.1.fna	100.0000	100.0000	98.49	0.151	95.84-99.51	0.151	0.11-0.32	1	1.049	61/653	92.64	0	NC_025525.1 Myrmecia israelensis culture-collection UTEX:1181 chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/8090_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_064992.1.fna	100.0000	100.0000	99.58	0.125	96.75-100.31	0.125	0.10-0.28	1	1.059	51/484	93.00	0	NC_064992.1 Baeckea frutescens chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/8122_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_045942.1.fna	100.0000	100.0000	98.12	0.167	94.89-98.66	0.167	0.14-0.42	1	1.125	40/459	92.43	0	NC_045942.1 Helicia shweliensis chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/8150_H3WL3BCXX-2_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_019651.1.fna	100.0000	100.0000	99.19	0.250	97.67-101.51	0.250	0.10-0.43	1	1.111	72/410	94.54	0	NC_019651.1 Lolium multiflorum plastid, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/8162_H33CGBCXX-2_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_035038.1.fna	100.0000	100.0000	98.04	0.351	96.64-99.95	0.351	0.15-0.56	1	1.203	69/423	94.32	0	NC_035038.1 Andropogon burmanicus chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/8509_H3VCKBCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_084406.1.fna	100.0000	100.0000	99.85	0.314	98.72-101.33	0.314	0.19-0.46	1	1.182	121/462	95.77	0	NC_084406.1 Dianella ensifolia voucher DR001 chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/8521_H32M7BCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_056951.1.fna	70.2686	72.1085	99.18	0.504	98.47-100.05	0.504	0.35-0.66	1	1.237	152/487	96.31	0	NC_056951.1 Eucalyptus dumosa voucher MELUD122581a chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/8521_H32M7BCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_025525.1.fna	29.7314	27.8915	98.81	0.213	97.04-100.44	0.213	0.11-0.35	1	1.176	91/653	93.84	0	NC_025525.1 Myrmecia israelensis culture-collection UTEX:1181 chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/8517_H3VCKBCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_064989.1.fna	100.0000	100.0000	100.00	0.255	99.23-103.01	0.255	0.12-0.39	1	1.185	119/410	96.09	0	NC_064989.1 Spodiopogon sagittifolius chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/9462_H3WL3BCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_040964.1.fna	100.0000	100.0000	99.46	0.175	97.47-101.27	0.175	0.10-0.33	1	1.111	63/453	93.83	0	NC_040964.1 Aralia cordata chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/9500_HFLF3BCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_085597.1.fna	100.0000	100.0000	98.94	0.196	96.80-100.69	0.196	0.11-0.35	1	1.089	56/428	93.65	0	NC_085597.1 Ptychostomum pseudotriquetrum chloroplast, complete sequence
/scratch/alpine/clbd1748/Australia_copy/QC_reads/9508_HCWFWBCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_059054.1.fna	66.8404	67.4716	100.00	1.683	99.80-100.33	1.683	1.39-2.04	2	2.324	414/492	99.44	0	NC_059054.1 Eucalyptus silvestris voucher MELUD122662a chloroplast, complete genome
/scratch/alpine/clbd1748/Australia_copy/QC_reads/9508_HCWFWBCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia_copy/chloroplasts/NC_084108.1.fna	33.1596	32.5284	98.29	0.835	97.71-98.94	0.835	0.61-1.13	1	1.623	154/458	96.55	39	NC_084108.1 Ehretia obtusifolia chloroplast, complete genome
