[2022-08-05 11:01:55,904] multiqc                                            [DEBUG  ]  This is MultiQC v1.11
[2022-08-05 11:01:56,394] multiqc                                            [DEBUG  ]  Using temporary directory for creating report: /tmp/smi9a9.8584716/tmpco33zd_i
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_merged_fastqc.zip
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_merged.fastq.gz
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_R1p_fastqc.zip
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_R1p.fastq.gz
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_R1R2u_fastqc.zip
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_R1R2u.fastq.gz
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_R2p_fastqc.html
[2022-08-05 11:01:57,117] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_R2p_fastqc.zip
[2022-08-05 11:01:57,118] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_combined_R2p.fastq.gz
[2022-08-05 11:01:57,118] multiqc                                            [INFO   ]  Search path : /datasets/work/oa-amd/work/amd/Metagenome_QC_reads/12428_QCreads.md5
[2022-08-05 11:01:57,473] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,486] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,487] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,487] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,504] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,504] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,504] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,504] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,504] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,504] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,505] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: 12428_combined_merged_fastqc.html
[2022-08-05 11:01:57,687] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: 12428_combined_merged.fastq.gz
[2022-08-05 11:01:57,736] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,744] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,745] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,745] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,762] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,762] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,762] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,762] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,762] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,762] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,762] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: 12428_combined_R1p_fastqc.html
[2022-08-05 11:01:57,838] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: 12428_combined_R1p.fastq.gz
[2022-08-05 11:01:57,949] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,965] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,966] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,966] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,983] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,983] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,983] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,983] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,983] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,983] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:57,984] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: 12428_combined_R1R2u_fastqc.html
[2022-08-05 11:01:58,082] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: 12428_combined_R1R2u.fastq.gz
[2022-08-05 11:01:58,332] multiqc                                            [DEBUG  ]  File ignored by ccs/v4 because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:58,364] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:58,365] multiqc                                            [DEBUG  ]  File ignored by nanostat because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:58,365] multiqc                                            [DEBUG  ]  File ignored by lima/summary because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:58,420] multiqc                                            [DEBUG  ]  File ignored by vep/vep_txt because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:58,420] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:58,420] multiqc                                            [DEBUG  ]  File ignored by rockhopper because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:58,420] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:58,420] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:58,420] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:58,420] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: 12428_combined_R2p_fastqc.html
[2022-08-05 11:01:59,037] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: 12428_combined_R2p.fastq.gz
[2022-08-05 11:01:59,037] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: 12428_QCreads.md5
[2022-08-05 11:02:02,436] multiqc.plots.bargraph                             [DEBUG  ]  Using matplotlib version 3.3.4
[2022-08-05 11:02:02,457] multiqc.plots.linegraph                            [DEBUG  ]  Using matplotlib version 3.3.4
[2022-08-05 11:02:02,464] multiqc                                            [DEBUG  ]  No samples found: custom_content
[2022-08-05 11:02:02,704] multiqc                                            [DEBUG  ]  No samples found: ccs
[2022-08-05 11:02:02,713] multiqc                                            [DEBUG  ]  No samples found: ngsderive
[2022-08-05 11:02:02,722] multiqc                                            [DEBUG  ]  No samples found: purple
[2022-08-05 11:02:02,731] multiqc                                            [DEBUG  ]  No samples found: conpair
[2022-08-05 11:02:02,740] multiqc                                            [DEBUG  ]  No samples found: lima
[2022-08-05 11:02:02,750] multiqc                                            [DEBUG  ]  No samples found: peddy
[2022-08-05 11:02:02,766] multiqc                                            [DEBUG  ]  No samples found: somalier
[2022-08-05 11:02:03,004] multiqc                                            [DEBUG  ]  No samples found: methylQA
[2022-08-05 11:02:03,501] multiqc.modules.mosdepth.mosdepth                  [DEBUG  ]  include_contigs: []
[2022-08-05 11:02:03,501] multiqc.modules.mosdepth.mosdepth                  [DEBUG  ]  exclude_contigs: []
[2022-08-05 11:02:03,502] multiqc                                            [DEBUG  ]  No samples found: mosdepth
[2022-08-05 11:02:03,560] multiqc                                            [DEBUG  ]  No samples found: phantompeakqualtools
[2022-08-05 11:02:03,586] multiqc                                            [DEBUG  ]  No samples found: qualimap
[2022-08-05 11:02:03,597] multiqc                                            [DEBUG  ]  No samples found: preseq
[2022-08-05 11:02:03,605] multiqc                                            [DEBUG  ]  No samples found: quast
[2022-08-05 11:02:03,648] multiqc                                            [DEBUG  ]  No samples found: qorts
[2022-08-05 11:02:03,656] multiqc                                            [DEBUG  ]  No samples found: rna_seqc
[2022-08-05 11:02:03,664] multiqc                                            [DEBUG  ]  No samples found: rockhopper
[2022-08-05 11:02:03,671] multiqc                                            [DEBUG  ]  No samples found: rsem
[2022-08-05 11:02:03,976] multiqc                                            [DEBUG  ]  No samples found: rseqc
[2022-08-05 11:02:03,984] multiqc                                            [DEBUG  ]  No samples found: busco
[2022-08-05 11:02:03,994] multiqc                                            [DEBUG  ]  No samples found: bustools
[2022-08-05 11:02:04,002] multiqc                                            [DEBUG  ]  No samples found: goleft_indexcov
[2022-08-05 11:02:04,012] multiqc                                            [DEBUG  ]  No samples found: gffcompare
[2022-08-05 11:02:04,135] multiqc                                            [DEBUG  ]  No samples found: disambiguate
[2022-08-05 11:02:04,374] multiqc                                            [DEBUG  ]  No samples found: supernova
[2022-08-05 11:02:04,402] multiqc                                            [DEBUG  ]  No samples found: deeptools
[2022-08-05 11:02:04,409] multiqc                                            [DEBUG  ]  No samples found: sargasso
[2022-08-05 11:02:04,418] multiqc                                            [DEBUG  ]  No samples found: verifybamid
[2022-08-05 11:02:04,426] multiqc                                            [DEBUG  ]  No samples found: mirtrace
[2022-08-05 11:02:04,594] multiqc                                            [DEBUG  ]  No samples found: happy
[2022-08-05 11:02:04,602] multiqc                                            [DEBUG  ]  No samples found: mirtop
[2022-08-05 11:02:04,643] multiqc                                            [DEBUG  ]  No samples found: sambamba
[2022-08-05 11:02:04,659] multiqc                                            [DEBUG  ]  No samples found: homer
[2022-08-05 11:02:04,712] multiqc                                            [DEBUG  ]  No samples found: hops
[2022-08-05 11:02:04,718] multiqc                                            [DEBUG  ]  No samples found: macs2
[2022-08-05 11:02:04,726] multiqc                                            [DEBUG  ]  No samples found: theta2
[2022-08-05 11:02:04,735] multiqc                                            [DEBUG  ]  No samples found: snpeff
[2022-08-05 11:02:04,978] multiqc                                            [DEBUG  ]  No samples found: gatk
[2022-08-05 11:02:04,986] multiqc                                            [DEBUG  ]  No samples found: htseq
[2022-08-05 11:02:05,226] multiqc                                            [DEBUG  ]  No samples found: bcftools
[2022-08-05 11:02:05,233] multiqc                                            [DEBUG  ]  No samples found: featureCounts
[2022-08-05 11:02:05,244] multiqc                                            [DEBUG  ]  No samples found: fgbio
[2022-08-05 11:02:05,385] multiqc                                            [DEBUG  ]  No samples found: dragen
[2022-08-05 11:02:05,484] multiqc                                            [DEBUG  ]  No samples found: dedup
[2022-08-05 11:02:05,491] multiqc                                            [DEBUG  ]  No samples found: damageprofiler
[2022-08-05 11:02:06,344] multiqc                                            [DEBUG  ]  No samples found: biobambam2
[2022-08-05 11:02:06,583] multiqc                                            [DEBUG  ]  No samples found: jcvi
[2022-08-05 11:02:06,591] multiqc                                            [DEBUG  ]  No samples found: mtnucratio
[2022-08-05 11:02:06,593] multiqc                                            [DEBUG  ]  No samples found: picard
[2022-08-05 11:02:06,602] multiqc                                            [DEBUG  ]  No samples found: vep
[2022-08-05 11:02:07,078] multiqc                                            [DEBUG  ]  No samples found: sentieon
[2022-08-05 11:02:07,084] multiqc                                            [DEBUG  ]  No samples found: prokka
[2022-08-05 11:02:07,094] multiqc                                            [DEBUG  ]  No samples found: qc3C
[2022-08-05 11:02:07,565] multiqc                                            [DEBUG  ]  No samples found: nanostat
[2022-08-05 11:02:07,575] multiqc                                            [DEBUG  ]  No samples found: samblaster
[2022-08-05 11:02:07,680] multiqc                                            [DEBUG  ]  No samples found: samtools
[2022-08-05 11:02:07,692] multiqc                                            [DEBUG  ]  No samples found: sexdeterrmine
[2022-08-05 11:02:07,700] multiqc                                            [DEBUG  ]  No samples found: eigenstratdatabasetools
[2022-08-05 11:02:07,711] multiqc                                            [DEBUG  ]  No samples found: bamtools
[2022-08-05 11:02:07,720] multiqc                                            [DEBUG  ]  No samples found: jellyfish
[2022-08-05 11:02:07,744] multiqc                                            [DEBUG  ]  No samples found: vcftools
[2022-08-05 11:02:07,759] multiqc                                            [DEBUG  ]  No samples found: longranger
[2022-08-05 11:02:07,770] multiqc                                            [DEBUG  ]  No samples found: stacks
[2022-08-05 11:02:08,022] multiqc                                            [DEBUG  ]  No samples found: varscan2
[2022-08-05 11:02:08,032] multiqc                                            [DEBUG  ]  No samples found: snippy
[2022-08-05 11:02:08,066] multiqc                                            [DEBUG  ]  No samples found: bbmap
[2022-08-05 11:02:08,078] multiqc                                            [DEBUG  ]  No samples found: bismark
[2022-08-05 11:02:08,581] multiqc                                            [DEBUG  ]  No samples found: biscuit
[2022-08-05 11:02:08,588] multiqc                                            [DEBUG  ]  No samples found: hicexplorer
[2022-08-05 11:02:08,595] multiqc                                            [DEBUG  ]  No samples found: hicup
[2022-08-05 11:02:08,604] multiqc                                            [DEBUG  ]  No samples found: hicpro
[2022-08-05 11:02:08,610] multiqc                                            [DEBUG  ]  No samples found: salmon
[2022-08-05 11:02:08,617] multiqc                                            [DEBUG  ]  No samples found: kallisto
[2022-08-05 11:02:08,625] multiqc                                            [DEBUG  ]  No samples found: slamdunk
[2022-08-05 11:02:08,862] multiqc                                            [DEBUG  ]  No samples found: star
[2022-08-05 11:02:08,869] multiqc                                            [DEBUG  ]  No samples found: hisat2
[2022-08-05 11:02:08,876] multiqc                                            [DEBUG  ]  No samples found: tophat
[2022-08-05 11:02:08,883] multiqc                                            [DEBUG  ]  No samples found: bowtie2
[2022-08-05 11:02:08,889] multiqc                                            [DEBUG  ]  No samples found: bowtie1
[2022-08-05 11:02:08,896] multiqc                                            [DEBUG  ]  No samples found: snpsplit
[2022-08-05 11:02:09,143] multiqc                                            [DEBUG  ]  No samples found: odgi
[2022-08-05 11:02:09,151] multiqc                                            [DEBUG  ]  No samples found: pangolin
[2022-08-05 11:02:09,157] multiqc                                            [DEBUG  ]  No samples found: kat
[2022-08-05 11:02:09,163] multiqc                                            [DEBUG  ]  No samples found: leehom
[2022-08-05 11:02:09,170] multiqc                                            [DEBUG  ]  No samples found: adapterRemoval
[2022-08-05 11:02:09,177] multiqc                                            [DEBUG  ]  No samples found: clipandmerge
[2022-08-05 11:02:09,414] multiqc                                            [DEBUG  ]  No samples found: cutadapt
[2022-08-05 11:02:09,420] multiqc                                            [DEBUG  ]  No samples found: flexbar
[2022-08-05 11:02:09,428] multiqc                                            [DEBUG  ]  No samples found: kaiju
[2022-08-05 11:02:09,437] multiqc                                            [DEBUG  ]  No samples found: kraken
[2022-08-05 11:02:09,443] multiqc                                            [DEBUG  ]  No samples found: malt
[2022-08-05 11:02:09,450] multiqc                                            [DEBUG  ]  No samples found: trimmomatic
[2022-08-05 11:02:09,456] multiqc                                            [DEBUG  ]  No samples found: sickle
[2022-08-05 11:02:09,462] multiqc                                            [DEBUG  ]  No samples found: skewer
[2022-08-05 11:02:09,468] multiqc                                            [DEBUG  ]  No samples found: sortmerna
[2022-08-05 11:02:09,474] multiqc                                            [DEBUG  ]  No samples found: biobloomtools
[2022-08-05 11:02:09,481] multiqc                                            [DEBUG  ]  No samples found: fastq_screen
[2022-08-05 11:02:09,718] multiqc                                            [DEBUG  ]  No samples found: afterqc
[2022-08-05 11:02:09,726] multiqc                                            [DEBUG  ]  No samples found: fastp
[2022-08-05 11:02:10,585] multiqc.modules.fastqc.fastqc                      [INFO   ]  Found 4 reports
[2022-08-05 11:02:10,638] multiqc                                            [DEBUG  ]  No samples found: pychopper
[2022-08-05 11:02:10,646] multiqc                                            [DEBUG  ]  No samples found: pycoqc
[2022-08-05 11:02:10,653] multiqc                                            [DEBUG  ]  No samples found: minionqc
[2022-08-05 11:02:10,750] multiqc                                            [DEBUG  ]  No samples found: multivcfanalyzer
[2022-08-05 11:02:10,768] multiqc                                            [DEBUG  ]  No samples found: clusterflow
[2022-08-05 11:02:10,777] multiqc                                            [DEBUG  ]  No samples found: bcl2fastq
[2022-08-05 11:02:10,786] multiqc                                            [DEBUG  ]  No samples found: bclconvert
[2022-08-05 11:02:10,996] multiqc                                            [DEBUG  ]  No samples found: interop
[2022-08-05 11:02:11,004] multiqc                                            [DEBUG  ]  No samples found: ivar
[2022-08-05 11:02:11,012] multiqc                                            [DEBUG  ]  No samples found: flash
[2022-08-05 11:02:11,019] multiqc                                            [DEBUG  ]  No samples found: seqyclean
[2022-08-05 11:02:11,331] multiqc                                            [DEBUG  ]  No samples found: optitype
[2022-08-05 11:02:11,335] multiqc                                            [INFO   ]  Compressing plot data
[2022-08-05 11:02:11,385] multiqc                                            [INFO   ]  Report      : 12428_MGSD_CSIRO.qc.stats/multiqc_report.html
[2022-08-05 11:02:11,385] multiqc                                            [INFO   ]  Data        : 12428_MGSD_CSIRO.qc.stats/multiqc_data
[2022-08-05 11:02:11,385] multiqc                                            [DEBUG  ]  Moving data file from '/tmp/smi9a9.8584716/tmpco33zd_i/multiqc_data' to '12428_MGSD_CSIRO.qc.stats/multiqc_data'
[2022-08-05 11:02:11,524] multiqc                                            [INFO   ]  MultiQC complete
